0.8625,0.1375,0.15,0.85,0.9875,0.0125,0,1,0,0,1,0
0.8125,0.1875,0.1875,0.8125,1.0,0.0,0,1,0,0,1,0
0.7925,0.2075,0.2125,0.7875,0.995,0.005,0,1,0,0,1,0
0.7575,0.2425,0.25,0.75,0.9925,0.0075,0,1,0,0,1,0
0.735,0.265,0.265,0.735,1.0,0.0,0,1,0,0,1,0
0.735,0.265,0.2725,0.7275,0.9925,0.0075,0,1,0,0,1,0
0.705,0.295,0.3,0.7,0.995,0.005,0,1,0,0,1,0
0.7,0.3,0.3075,0.6925,0.9925,0.0075,0,1,0,0,1,0
0.695,0.305,0.31,0.69,0.995,0.005,0,1,0,0,1,0
0.7,0.3,0.3075,0.6925,0.9925,0.0075,0,1,0,0,1,0
0.6675,0.3325,0.3375,0.6625,0.995,0.005,0,1,0,0,1,0
0.6625,0.3375,0.3425,0.6575,0.995,0.005,0,1,0,0,1,0
0.6375,0.3625,0.37,0.63,0.9925,0.0075,0,1,0,0,1,0
0.6325,0.3675,0.3775,0.6225,0.99,0.01,0,1,0,0,1,0
0.64,0.36,0.375,0.625,0.985,0.015,0,1,0,0,1,0
0.6375,0.3625,0.3725,0.6275,0.99,0.01,0,1,0,0,1,0
0.6375,0.3625,0.3675,0.6325,0.995,0.005,0,1,0,0,1,0
0.645,0.355,0.37,0.63,0.985,0.015,0,1,0,0,1,0
0.62,0.38,0.3925,0.6075,0.9875,0.0125,0,1,0,0,1,0
0.6325,0.3675,0.3775,0.6225,0.99,0.01,0,1,0,0,1,0
0.625,0.375,0.385,0.615,0.99,0.01,0,1,0,0,1,0
0.625,0.375,0.3875,0.6125,0.9875,0.0125,0,1,0,0,1,0
0.6225,0.3775,0.3875,0.6125,0.99,0.01,0,1,0,0,1,0
0.6175,0.3825,0.3925,0.6075,0.99,0.01,0,1,0,0,1,0
0.5925,0.4075,0.4175,0.5825,0.99,0.01,0,1,0,0,1,0
0.6225,0.3775,0.39,0.61,0.9875,0.0125,0,1,0,0,1,0
0.635,0.365,0.3775,0.6225,0.9875,0.0125,0,1,0,0,1,0
0.605,0.395,0.405,0.595,0.99,0.01,0,1,0,0,1,0
0.6275,0.3725,0.375,0.625,0.9975,0.0025,0,1,0,0,1,0
0.6075,0.3925,0.3975,0.6025,0.995,0.005,0,1,0,0,1,0
0.6125,0.3875,0.3925,0.6075,0.995,0.005,0,1,0,0,1,0
0.61,0.39,0.4025,0.5975,0.9875,0.0125,0,1,0,0,1,0
0.615,0.385,0.39,0.61,0.995,0.005,0,1,0,0,1,0
0.6,0.4,0.4075,0.5925,0.9925,0.0075,0,1,0,0,1,0
0.585,0.415,0.4275,0.5725,0.9875,0.0125,0,1,0,0,1,0
0.5875,0.4125,0.425,0.575,0.9875,0.0125,0,1,0,0,1,0
0.595,0.405,0.42,0.58,0.985,0.015,0,1,0,0,1,0
0.625,0.375,0.395,0.605,0.98,0.02,0,1,0,0,1,0
0.5975,0.4025,0.4075,0.5925,0.995,0.005,0,1,0,0,1,0
0.6125,0.3875,0.3925,0.6075,0.995,0.005,0,1,0,0,1,0
0.5875,0.4125,0.4175,0.5825,0.995,0.005,0,1,0,0,1,0
